Peak Number,Mass,Rel. Abundance,RP,Kendrick Mass,Nom. Mass,KMD
2166,409.167534,0.4316,836926.36,408.7107,409,289
2167,661.08235,2.0782,635344.49,660.3443,661,-344
2168,423.045722,1.5744,1017594.47,422.5734,423,427
2169,437.061375,2.078,938844.35,436.5734,437,427
2170,465.09266,1.2249,855598.32,464.5734,465,427
2171,479.108325,0.8387,856386.31,478.5734,479,427
2172,493.123994,0.482,823195.11,492.5734,493,427
2173,430.945718,0.6206,961079.58,430.4646,431,-465
2174,444.961361,1.6062,952215.29,444.4646,445,-465
2175,458.977016,2.0767,916325.97,458.4646,459,-465
2176,487.008317,1.3461,844366.77,486.4646,487,-465
2177,501.023979,1.2682,838732.23,500.4646,501,-465
2178,515.039627,1.2341,846313.43,514.4646,515,-465
2179,529.05526,0.7647,741215.25,528.4646,529,-465
2180,543.0709,0.5207,757338.58,542.4646,543,-465
2181,364.971513,2.0656,1004693.09,364.564,365,436
2182,499.098172,2.0644,804155.98,498.541,499,459
2183,745.034817,2.0619,570117.59,744.203,745,-203
2184,467.087208,2.0596,899100.88,466.5657,467,434
2185,421.115915,2.0569,1002897.34,420.6458,421,354
2186,433.066458,2.0558,945282.3,432.583,433,417
2187,225.05572,0.4949,1730172.44,224.8045,225,196
2188,239.071364,0.9421,1688625.31,238.8045,239,196
2189,253.087013,1.214,1544336.65,252.8045,253,196
2190,267.102662,1.6056,1380583.3,266.8045,267,196
2191,281.118313,2.0554,1379522.92,280.8045,281,196
2192,309.149612,1.2378,1248121.88,308.8045,309,196
2193,323.165247,0.7471,1151253.88,322.8044,323,196
2194,732.998424,0.8335,567038.46,732.1801,733,-180
2195,747.014055,1.8544,559978.5,746.18,747,-180
2196,761.029708,2.0519,548956.43,760.1801,761,-180
2197,789.061072,0.7671,529694.66,788.1801,789,-180
2198,803.076629,0.3731,514708,802.18,803,-180
2199,531.0193,0.8025,782910.01,530.4264,531,-426
2200,545.034957,2.0465,770233.71,544.4265,545,-426
2201,573.066281,0.8392,728596.69,572.4265,573,-426
2202,421.081711,2.0289,983737.61,420.6116,421,388
2203,679.239713,2.0143,633202.34,678.4814,679,-481
2204,427.092273,2.0074,946322.36,426.6154,427,385
2205,277.073627,1.495,1353381.62,276.7643,277,236
2206,291.089277,2.0006,1322381,290.7643,291,236
2207,207.051165,1.9998,2194649.19,206.82,207,180
2208,451.07702,1.9963,908702.32,450.5734,451,427
2209,193.071781,1.9961,2090188.83,192.8562,193,144
2210,421.030067,0.3949,866086.79,420.56,421,440
2211,435.045719,1.4092,925924.29,434.56,435,440
2212,449.061372,1.9872,918775.5,448.56,449,440
2213,477.092675,1.4731,860877.61,476.56,477,440
2214,491.108339,1.1505,787862.32,490.56,491,440
2215,505.124001,0.9076,834590.58,504.5601,505,440
2216,519.13965,0.5056,805381.48,518.5601,519,440
2217,337.094744,1.9826,1098070.76,336.7184,337,282
2218,281.086898,1.9812,1484435.53,280.7731,281,227
2219,675.061616,1.172,630175.55,674.3079,675,-308
2220,689.077269,1.9766,624842.27,688.3079,689,-308
2221,717.108565,0.7784,568413.93,716.3079,717,-308
2222,731.124139,0.3612,586867.57,730.3079,731,-308
2223,395.066059,1.9704,980152.64,394.625,395,375
2224,543.20248,1.9619,779059.68,542.596,543,404
2225,437.04024,0.4987,1002646.98,436.5523,437,448
2226,451.055894,1.0938,918200.12,450.5523,451,448
2227,465.071535,1.6104,874165.39,464.5523,465,448
2228,479.087198,1.9607,878168.14,478.5523,479,448
2229,507.118514,1.7845,826977.01,506.5523,507,448
2230,521.134169,1.2519,807555.57,520.5523,521,448
2231,535.149812,0.8011,770357.48,534.5523,535,448
2232,549.165449,0.4739,698966.14,548.5523,549,448
2233,251.073237,0.7139,1610369.97,250.7929,251,207
2234,265.088888,1.1926,1438424.88,264.7929,265,207
2235,279.104534,1.9567,1372314.76,278.7929,279,207
2236,307.135847,0.5245,913293.86,306.7929,307,207
2237,323.008519,0.679,1156968.66,322.6479,323,352
2238,337.024167,1.3895,1080486.94,336.6479,337,352
2239,351.039819,1.8975,1032474.88,350.6479,351,352
2240,365.055471,1.9529,1019787.13,364.6479,365,352
2241,393.086808,0.7212,961836.69,392.6479,393,352
2242,407.102451,0.5355,1000946.47,406.6479,407,352
2243,439.092278,1.9496,955166.88,438.6021,439,398
2244,417.035161,1.1643,973782.47,416.5696,417,430
2245,431.050806,1.6135,968664.44,430.5696,431,430
2246,445.066461,1.551,979611.56,444.5696,445,430
2247,459.082111,1.9441,896905.26,458.5696,459,430
2248,487.113431,1.2737,861657.8,486.5696,487,430
2249,501.129066,0.9377,841874.51,500.5696,501,430
2250,515.144725,0.5303,756707.18,514.5696,515,430
2251,573.140289,0.3096,693819,572.5004,573,500
2252,587.155947,0.5914,729577.08,586.5004,587,500
2253,601.171604,0.9066,681941.3,600.5004,601,500
2254,615.18724,1.355,682964.64,614.5004,615,500
2255,629.202924,1.544,671170.84,628.5004,629,500
2256,643.218561,1.8292,672658.58,642.5004,643,500
2257,657.234207,1.933,643122.24,656.5004,657,500
2258,685.265526,1.3942,630725.86,684.5005,685,500
2259,699.281197,0.9591,589994.96,698.5005,699,500
2260,713.296845,0.6439,594123.54,712.5005,713,500
2261,727.312441,0.3815,590132.27,726.5004,727,500
2262,391.055886,1.9148,1021319.68,390.6193,391,381
2263,272.992875,0.7732,1460283.06,272.6881,273,312
2264,287.008523,1.7531,1345605.66,286.6881,287,312
2265,301.024175,1.9052,1267632.93,300.6881,301,312
2266,329.055469,1.3699,1166257.08,328.6881,329,312
2267,343.071121,0.7151,1105720.33,342.6881,343,312
2268,493.102859,1.901,858409.7,492.5523,493,448
2269,467.050802,0.468,918823.24,466.5294,467,471
2270,481.066444,0.9723,828814.79,480.5294,481,471
2271,495.082123,1.3493,839991.75,494.5294,495,471
2272,509.09778,1.8901,830212.79,508.5294,509,471
2273,537.129068,1.6364,788387.83,536.5294,537,471
2274,551.144744,1.1322,777632.47,550.5294,551,471
2275,565.160384,0.6719,753653.66,564.5294,565,471
2276,579.176085,0.3407,733600.64,578.5295,579,471
2277,515.134824,0.5196,706422.48,514.5597,515,440
2278,529.15043,0.9204,759868.32,528.5597,529,440
2279,543.166104,1.297,764673.69,542.5597,543,440
2280,557.181752,1.726,735656.16,556.5597,557,440
2281,571.197403,1.8879,728830.39,570.5597,571,440
2282,599.228716,1.6461,719165.85,598.5597,599,440
2283,613.244394,1.2967,698720.19,612.5597,613,440
2284,627.259999,0.7842,675994.24,626.5597,627,440
2285,641.275631,0.5155,693668.01,640.5597,641,440
2286,455.050805,0.7001,831172.26,454.5428,455,457
2287,469.066474,1.1102,878783.43,468.5428,469,457
2288,483.082116,1.6792,857666.24,482.5428,483,457
2289,497.097763,1.8801,828731.71,496.5428,497,457
2290,525.129085,1.2886,775192.97,524.5428,525,457
2291,539.144755,0.9129,751507.85,538.5428,539,457
2292,553.160368,0.5325,774669.26,552.5428,553,457
2293,669.255327,1.8725,625184.84,668.5081,669,492
2294,603.15087,0.3347,724423.36,602.4775,603,-477
2295,617.166514,0.6119,705028.7,616.4775,617,-477
2296,631.182178,0.8076,694423.54,630.4775,631,-477
2297,645.197842,1.2913,692984.16,644.4775,645,-478
2298,659.213508,1.7455,659247.08,658.4775,659,-478
2299,673.22914,1.856,619143.81,672.4775,673,-478
2300,687.244774,1.8616,605418.8,686.4775,687,-477
2301,715.276114,1.2477,584656.44,714.4775,715,-478
2302,729.291752,1.0178,581778.72,728.4775,729,-478
2303,743.307391,0.6353,541567.09,742.4775,743,-478
2304,757.323125,0.5129,470281.69,756.4776,757,-478
2305,315.039822,1.8609,1224763.23,314.6881,315,312
2306,349.144519,1.8602,1081759.8,348.7547,349,245
2307,457.087582,1.8588,829881.11,456.5773,457,423
2308,511.113426,1.8559,817204.44,510.5428,511,457
2309,435.114434,0.3599,934204.23,434.6286,435,371
2310,449.130067,1.3457,899396.18,448.6286,449,371
2311,463.145744,1.652,898367.83,462.6287,463,371
2312,477.161392,1.8498,845665.95,476.6287,477,371
2313,505.192717,1.1914,839142.48,504.6287,505,371
2314,519.208351,0.7688,744489.42,518.6287,519,371
2315,533.224013,0.4229,775086.6,532.6287,533,371
2316,559.050608,1.8492,755299.96,558.4265,559,-426
2317,429.035155,0.41,935076.88,428.5562,429,444
2318,443.050804,0.7751,890566.5,442.5562,443,444
2319,457.066469,1.4199,928462.24,456.5562,457,444
2320,471.082121,1.6585,872643.82,470.5562,471,444
2321,485.097767,1.8475,848730.51,484.5562,485,444
2322,513.129085,1.1079,809873.56,512.5562,513,444
2323,527.144712,0.6788,758700.04,526.5562,527,444
2324,541.160375,0.3661,729616.63,540.5562,541,444
2325,389.103076,0.4693,1036709.87,388.6687,389,331
2326,403.118723,1.0121,1011994.12,402.6687,403,331
2327,417.134369,1.552,1020285.4,416.6687,417,331
2328,431.150017,1.8449,944489.93,430.6687,431,331
2329,459.181326,1.4289,897394.54,458.6687,459,331
2330,473.196974,1.1598,880443.57,472.6687,473,331
2331,487.21265,0.6837,824316.13,486.6687,487,331
2332,501.228312,0.437,900731.92,500.6687,501,331
2333,367.105312,1.8446,953683.25,366.6955,367,305
2334,585.213072,1.8411,717221.83,584.5597,585,440
2335,577.040045,1.8395,726609.37,576.3958,577,-396
2336,529.040035,1.8383,787142.86,528.4494,529,-449
2337,377.104944,0.9411,1034897.77,376.6839,377,316
2338,391.120589,1.549,974121.04,390.6839,391,316
2339,405.136243,1.8383,993882.31,404.6839,405,316
2340,433.167535,0.8537,972492.89,432.6839,433,316
2341,447.183199,0.3869,890234.48,446.6839,447,316
2342,565.003638,0.7189,743883.95,564.3728,565,-373
2343,579.01934,1.455,745885.6,578.3729,579,-373
2344,593.034953,1.8373,685068.52,592.3729,593,-373
2345,621.066257,1.3357,636997.81,620.3729,621,-373
2346,635.081952,1.0608,656147.3,634.3729,635,-373
2347,649.097592,0.8988,648084.13,648.3729,649,-373
2348,663.113232,0.5549,644188.55,662.3729,663,-373
2349,681.255341,1.8332,621985.38,680.4948,681,-495
2350,351.089266,0.5231,1097519.2,350.6973,351,303
2351,365.104937,1.1368,975948.34,364.6973,365,303
2352,379.120586,1.8284,1018876.14,378.6973,379,303
2353,407.151885,1.2333,980119.83,406.6973,407,303
2354,421.16754,0.686,999553.69,420.6973,421,303
2355,522.993088,0.3416,791501.96,522.4092,523,-409
2356,537.008744,1.1651,783610.12,536.4092,537,-409
2357,551.024386,1.7475,758711.47,550.4092,551,-409
2358,565.040021,1.8234,736823.75,564.4092,565,-409
2359,593.071345,0.9672,743841.83,592.4092,593,-409
2360,607.087017,0.6091,672808.3,606.4092,607,-409
2361,621.102749,0.3002,619335.65,620.4093,621,-409
2362,621.161407,0.3638,606253.66,620.4679,621,-468
2363,635.177133,0.5858,647933.01,634.468,635,-468
2364,649.192724,1.0943,635953.44,648.4679,649,-468
2365,663.20841,1.5624,628692.86,662.468,663,-468
2366,677.224041,1.7699,622668.03,676.468,677,-468
2367,691.239729,1.8215,607848.9,690.468,691,-468
2368,719.271023,1.4506,592671.8,718.468,719,-468
2369,733.286677,1.2811,577702.88,732.468,733,-468
2370,747.30231,0.8403,571334.86,746.468,747,-468
2371,761.317967,0.5042,529166.07,760.468,761,-468
2372,775.333614,0.3674,495220.57,774.468,775,-468
2373,473.097772,1.8143,878811.21,472.5696,473,430
2374,359.040676,1.8086,992038.33,358.6398,359,360
2375,547.029469,1.8043,757778.79,546.4187,547,-419
2376,451.145735,1.7974,895430.22,450.6421,451,358
2377,463.092293,1.797,909037.21,462.5753,463,425
2378,161.045586,1.7954,2315741.04,160.8658,161,134
2379,189.076869,0.5793,1991907.9,188.8658,189,134
2380,203.092511,0.3562,2004925.83,202.8658,203,134
2381,553.003656,0.3902,760100.68,552.3863,553,-386
2382,567.019301,1.097,717499.48,566.3863,567,-386
2383,581.034958,1.7888,713088.72,580.3863,581,-386
2384,595.050624,1.793,723751.55,594.3863,595,-386
2385,623.081931,0.9679,697231.92,622.3863,623,-386
2386,637.097585,0.5429,662344.05,636.3863,637,-386
2387,391.034755,0.6649,1015421.84,390.5982,391,402
2388,405.0504,1.4156,1037285.2,404.5982,405,402
2389,419.066059,1.7895,989043.13,418.5982,419,402
2390,447.097368,1.3178,931842.12,446.5982,447,402
2391,461.113016,0.8646,899519.96,460.5982,461,402
2392,475.128688,0.5038,941620.36,474.5982,475,402
2393,321.078708,0.7212,1143157.26,320.7202,321,280
2394,335.094353,1.7799,1126379.8,334.7202,335,280
2395,363.125666,1.3629,1040279.59,362.7203,363,280
2396,377.141317,1.0438,1012213.13,376.7203,377,280
2397,391.156985,0.6055,999901.25,390.7203,391,280
2398,405.172633,0.3727,997113.33,404.7203,405,280
2399,323.094358,1.1418,1205746.72,322.7336,323,266
2400,337.110002,1.7799,1112500.76,336.7336,337,266
2401,365.141304,0.9963,993432.18,364.7336,365,266
2402,379.156975,0.5086,1013521.13,378.7337,379,266
2403,517.072405,0.3165,744987.58,516.4951,517,-495
2404,531.088023,1.0113,678999.09,530.4951,531,-495
2405,545.103666,1.7725,710911.37,544.4951,545,-495
2406,573.13499,0.3287,578143.75,572.4951,573,-495
2407,280.997962,0.8145,1380928.85,280.6842,281,316
2408,295.013609,1.2887,1288093.59,294.6842,295,316
2409,309.029256,1.77,1265244.42,308.6842,309,316
2410,337.060556,0.9537,1152136.94,336.6842,337,316
2411,351.076205,0.5516,1050639.88,350.6842,351,316
2412,424.981768,1.7669,915327.34,424.5073,425,493
2413,553.156357,0.549,722908.15,552.5388,553,461
2414,567.171996,1.0232,727422.86,566.5388,567,461
2415,581.187639,1.46,695331.5,580.5388,581,461
2416,595.203307,1.7661,706763.86,594.5388,595,461
2417,623.234603,1.3209,662089.92,622.5388,623,461
2418,637.250305,0.7921,680177.12,636.5388,637,461
2419,651.26593,0.6057,689614.44,650.5388,651,461
2420,665.281532,0.3627,657267.71,664.5388,665,461
2421,679.297253,0.2925,688320.52,678.5389,679,461
2422,435.146807,1.7615,952884.95,434.661,435,339
2423,470.998146,0.929,883772.42,470.4723,471,-472
2424,485.013807,1.7614,870126.62,484.4723,485,-472
2425,513.045087,0.5472,765827.18,512.4723,513,-472
2426,492.982495,0.3589,835194.6,492.4321,493,-432
2427,506.998162,1.0756,813196.83,506.4321,507,-432
2428,521.013801,1.6715,791681.46,520.4321,521,-432
2429,535.029468,1.7571,795580.92,534.4321,535,-432
2430,563.060768,0.9255,747917.1,562.4321,563,-432
2431,577.07641,0.595,684788.83,576.4321,577,-432
2432,591.09208,0.3292,702977.91,590.4322,591,-432
2433,491.177043,1.7508,842592.91,490.6287,491,371
2434,219.065723,0.7544,1646032.76,218.8211,219,179
2435,233.081311,1.7441,1608458.78,232.8211,233,179
2436,684.977255,0.6485,624215.28,684.2125,685,-213
2437,698.992877,1.3499,585218.34,698.2125,699,-212
2438,713.008556,1.7403,583825.03,712.2125,713,-213
2439,741.039902,1.0422,563535.9,740.2126,741,-213
2440,755.055483,0.4922,528135.36,754.2125,755,-213
2441,523.113435,1.7393,804635.7,522.5294,523,471
2442,295.13396,1.7353,1277435.67,294.8045,295,196
2443,463.055886,0.6794,857350.49,462.5389,463,461
2444,477.071545,1.2426,892547.56,476.5389,477,461
2445,491.087209,1.6682,871401.88,490.5389,491,461
2446,505.102858,1.734,838708.94,504.5389,505,461
2447,533.134166,1.319,791535.63,532.5389,533,461
2448,547.149824,0.8116,715980.21,546.539,547,461
2449,561.165454,0.5002,775374.27,560.5389,561,461
2450,575.181123,0.2967,733106.18,574.539,575,461
2451,714.987798,0.557,612272.42,714.1895,715,-190
2452,729.003481,1.2587,583053.26,728.1896,729,-190
2453,743.019134,1.7336,568731.17,742.1896,743,-190
2454,771.050408,0.9007,523197.03,770.1896,771,-190
2455,785.066081,0.4405,545676.89,784.1896,785,-190
2456,799.081681,0.3068,527747.09,798.1895,799,-190
2457,583.014226,0.2927,713833.78,582.3633,583,-363
2458,597.029864,0.9989,707198.68,596.3633,597,-363
2459,611.04553,1.7252,679603.96,610.3633,611,-363
2460,639.076845,1.0719,687338.33,638.3633,639,-363
2461,653.092504,0.875,634420.09,652.3634,653,-363
2462,667.108109,0.5642,628245.28,666.3633,667,-363
2463,447.135526,0.502,780079.32,446.6363,447,364
2464,461.151213,1.7136,858740.68,460.6364,461,364
2465,493.066466,0.7381,814836.11,492.516,493,484
2466,507.08214,1.1527,838083.71,506.516,507,484
2467,521.097751,1.6224,787037.66,520.516,521,484
2468,535.113437,1.7111,766782.05,534.516,535,484
2469,563.144734,1.1921,764236.87,562.516,563,484
2470,577.160383,0.8052,728922.48,576.516,577,484
2471,591.176043,0.4722,715730.59,590.516,591,484
2472,605.191675,0.2653,609150.61,604.516,605,484
2473,478.898126,0.5254,863490.04,478.3635,479,-363
2474,492.91379,1.1864,843951.58,492.3635,493,-363
2475,506.929448,1.7083,833828.92,506.3635,507,-363
2476,534.960753,0.8533,767934.99,534.3635,535,-363
2477,501.191913,1.7044,848885.1,500.6324,501,368
2478,473.061387,0.748,885552.25,472.5332,473,467
2479,487.077032,1.1652,846327.78,486.5332,487,467
2480,501.092686,1.513,833279.22,500.5332,501,467
2481,515.108332,1.6969,810421.51,514.5332,515,467
2482,543.139652,0.9999,767346.18,542.5333,543,467
2483,557.15531,0.6241,716319.34,556.5333,557,467
2484,571.170944,0.3515,660274.99,570.5333,571,467
2485,349.110009,1.6867,1061604.32,348.7202,349,280
2486,357.035133,0.7548,1050442.98,356.6365,357,363
2487,371.05079,1.6866,976507.77,370.6365,371,363
2488,654.966661,0.6322,662196.69,654.2354,655,-235
2489,668.982302,1.401,626807.06,668.2354,669,-235
2490,682.997981,1.6859,627378.43,682.2354,683,-235
2491,711.02935,0.9339,599752.13,710.2355,711,-236
2492,725.044991,0.5312,580503.97,724.2355,725,-236
2493,519.118515,1.6819,804749.3,518.5389,519,461
2494,459.066832,0.8814,789280.08,458.5543,459,446
2495,473.082514,1.679,814044.73,472.5543,473,446
2496,501.113837,0.3604,919618.9,500.5544,501,446
2497,423.146809,1.6774,974274.14,422.6744,423,326
2498,589.156342,0.2905,524057.3,588.4986,589,-499
2499,603.171995,0.5627,677302.91,602.4986,603,-499
2500,617.187656,1.0176,658298.89,616.4986,617,-499
2501,631.203303,1.2761,646437.01,630.4986,631,-499
2502,645.218975,1.5362,655440.9,644.4986,645,-499
2503,659.23461,1.6769,644317.7,658.4986,659,-499
2504,687.265938,1.1018,620582.89,686.4986,687,-499
2505,701.281562,0.8113,617125.41,700.4986,701,-499
2506,715.29722,0.4762,609718.42,714.4986,715,-499
2507,729.312836,0.2772,542278.63,728.4986,729,-499
2508,472.992664,1.6762,881309.19,472.4646,473,-465
2509,565.156358,0.4919,719444.7,564.5254,565,475
2510,579.172018,0.8084,744416.83,578.5254,579,475
2511,593.187639,1.3,693536.04,592.5254,593,475
2512,607.203286,1.6737,692331.02,606.5254,607,475
2513,635.234638,1.3329,679885.43,634.5254,635,475
2514,649.250266,1.1763,633516.16,648.5254,649,475
2515,663.265953,0.8048,629308.15,662.5254,663,475
2516,677.281591,0.521,671785.82,676.5254,677,475
2517,691.297216,0.3217,537159.06,690.5254,691,475
2518,469.10285,1.6699,876058.86,468.5791,469,421
2519,671.249875,1.6684,642501.09,670.5005,671,500
2520,240.966662,1.4907,1684130.99,240.6976,241,302
2521,254.982311,1.5679,1580264.22,254.6976,255,302
2522,268.997956,0.8727,1469052.11,268.6976,269,302
2523,283.013613,1.0109,1335445.47,282.6976,283,302
2524,297.029261,1.5616,1307401.86,296.6976,297,302
2525,311.044909,1.6655,1253949.99,310.6976,311,302
2526,339.076213,0.5033,1118298.02,338.6977,339,302
2527,453.056291,1.1331,905621.47,452.5505,453,450
2528,467.071945,1.6647,863108.89,466.5505,467,450
2529,495.103251,1.0528,817383.42,494.5505,495,450
2530,509.118913,0.7584,830971.08,508.5505,509,449
2531,523.134541,0.3783,695050.86,522.5505,523,450
2532,211.082464,1.6583,621474.52,210.8468,211,153
2533,323.044901,1.6559,1176708.13,322.6842,323,316
2534,530.998158,0.826,787132.8,530.4053,531,-405
2535,545.013813,1.2989,768277.41,544.4053,545,-405
